data,maxima,nino1_2,nino3,nino4,nino3_4,altantico_norte,altantico_sul,atlantico_tropical,pressao_darwin,pressao_tahiti,prp_xingu-al01,prp_xingu-al02,prp_xingu-al03,prp_xingu-al04,prp_xingu-al05,prp_xingu-al06,prp_xingu-al07,prp_xingu-al08,prp_xingu-al09
1979-01,560,24.97,25.39,28.38,26.48,25.95,25.31,27.51,1006,1009.6,471.6,430.1,392.9,353.6,451.1,342.7,415.3,286.9,292.9
1979-02,750,25.74,26.17,28.21,26.59,25.72,26.10,27.70,1006.9,1012.9,338.0,322.9,301.3,379.2,404.4,395.2,205.8,379.5,325.2
1979-03,776,26.07,27.27,28.27,27.41,25.67,26.48,28.15,1007.9,1011.3,216.9,181.5,142.9,177.0,197.5,264.8,160.6,203.2,231.8
1979-04,753,25.63,27.76,28.51,27.93,26.16,26.66,28.47,1009.7,1011.4,75.2,92.9,105.3,116.4,160.1,151.6,207.5,158.7,150.4
1979-05,583,24.52,27.34,28.76,27.88,26.65,25.92,28.32,1011.2,1013.3,56.2,54.5,24.0,33.1,46.5,85.5,70.2,118.4,152.4
1979-06,464,23.29,26.63,28.74,27.59,27.08,24.82,27.94,1012.6,1014.5,0.2,0.0,0.0,0.0,0.0,4.2,0.1,3.0,47.0
1979-07,353,21.92,25.66,28.67,27.05,27.25,23.71,27.25,1011.1,1014.3,1.2,0.5,0.1,0.2,1.4,10.5,1.5,26.1,20.4
1979-08,296,21.08,25.30,28.49,26.85,27.67,23.00,26.94,1013.3,1014.2,31.1,38.3,40.6,59.3,71.9,52.4,86.3,68.6,74.1
1979-09,283,21.01,25.60,28.66,27.14,28.03,23.15,27.18,1011.7,1014.3,49.2,67.0,48.9,73.1,119.2,122.6,166.4,125.7,115.5
1979-10,284,21.40,25.50,28.73,26.92,28.01,23.30,27.31,1011,1013.5,69.4,89.9,47.6,94.6,126.9,134.9,161.4,138.5,88.6
1979-11,348,21.77,25.64,28.91,27.10,27.58,23.87,27.53,1009.1,1011.3,260.7,214.2,201.3,155.0,269.5,259.6,244.4,204.9,154.2
1979-12,388,22.81,25.73,28.75,27.18,26.80,24.37,27.58,1008.5,1010.6,305.7,268.1,214.3,268.6,309.1,220.5,213.7,178.7,200.2
1980-01,559,24.57,26.18,28.62,27.15,26.27,25.22,27.68,1005.9,1011,312.4,395.5,296.5,429.7,483.8,372.7,222.5,342.0,306.9
1980-02,759,25.84,26.57,28.51,27.10,25.81,26.02,27.80,1006.3,1011.1,528.9,597.1,368.5,379.1,500.9,406.5,445.8,385.6,209.7
1980-03,886,26.59,27.12,28.49,27.38,25.70,26.59,28.15,1007.2,1009.6,146.6,186.9,141.6,262.5,290.3,348.5,298.4,297.7,252.5
1980-04,820,25.73,27.51,28.78,27.86,26.18,26.77,28.50,1009.7,1010.5,148.0,105.0,97.4,89.9,147.7,187.5,104.5,151.5,162.4
1980-05,627,24.49,27.31,29.16,28.15,26.92,25.81,28.42,1011.3,1012.5,32.3,61.2,45.1,57.6,50.1,64.0,92.1,63.1,184.0
1980-06,433,22.96,26.83,29.10,28.04,27.17,24.55,27.89,1012.5,1013.2,15.4,16.3,7.9,5.8,10.8,28.2,11.2,33.2,98.0
1980-07,341,21.20,25.71,28.97,27.47,27.24,23.47,27.24,1013.2,1013.9,0.0,0.0,0.0,0.0,0.7,6.9,5.3,13.0,23.6
1980-08,292,20.66,24.98,28.56,26.74,27.84,22.88,26.88,1013.4,1015.3,2.6,3.5,17.7,28.2,39.9,35.3,35.7,31.2,29.0
1980-09,263,20.41,24.88,28.58,26.63,28.19,22.91,27.08,1012.7,1014.2,83.9,74.8,71.7,92.6,93.9,103.1,46.5,67.9,17.0
1980-10,267,20.70,24.69,28.76,26.57,27.98,23.14,27.21,1010.7,1013.4,81.0,124.1,90.2,117.6,143.5,161.9,87.1,92.3,61.4
1980-11,335,21.45,25.07,28.69,26.69,27.46,23.71,27.48,1009.1,1011.5,266.1,300.8,368.3,421.0,384.4,235.2,147.3,168.9,93.3
1980-12,455,22.49,25.34,28.51,26.81,26.75,23.97,27.45,1007.3,1010.6,473.1,409.1,384.8,391.1,355.4,234.3,171.0,256.9,152.0
1981-01,597,23.28,25.17,28.15,26.39,26.31,25.29,27.35,1005.1,1010.1,421.3,324.9,384.1,367.6,337.5,299.1,139.9,323.2,320.8
1981-02,636,25.15,25.71,27.96,26.28,25.71,25.88,27.48,1006.2,1010.1,140.6,243.5,180.4,304.6,267.9,159.5,142.4,187.2,170.4
1981-03,620,26.19,26.72,28.09,26.80,26.21,26.27,28.04,1009.9,1010.8,450.7,392.8,362.7,331.9,333.8,241.1,180.5,207.4,139.3
1981-04,658,25.10,27.16,28.20,27.42,26.24,26.33,28.24,1009.9,1011.6,72.0,31.1,77.9,80.4,107.3,129.7,46.7,175.8,97.3
1981-05,614,23.92,26.83,28.43,27.52,26.75,25.64,28.19,1010.5,1013.2,12.4,39.5,12.3,37.1,23.2,24.2,8.8,29.6,64.9
1981-06,419,22.78,26.32,28.44,27.42,26.78,24.51,27.71,1011.5,1014.5,13.1,11.4,1.5,4.3,7.9,31.6,28.1,28.6,44.6
1981-07,336,21.26,25.37,28.29,26.79,27.28,23.60,27.17,1011.8,1014.1,5.3,6.3,3.5,1.0,1.1,6.4,1.8,10.3,16.8
1981-08,286,20.24,24.57,28.15,26.45,27.61,22.78,26.77,1012.4,1014.9,0.2,0.0,0.3,0.0,5.9,44.8,12.4,64.9,57.2
1981-09,269,20.32,24.79,28.35,26.57,27.90,22.98,27.03,1011.5,1014.5,30.1,14.0,25.2,41.0,46.2,64.9,63.1,39.5,8.9
1981-10,260,20.75,24.90,28.49,26.53,27.78,23.61,27.36,1011.1,1013.1,192.6,170.6,227.2,240.4,206.7,168.4,162.3,116.6,83.0
1981-11,340,21.50,24.85,28.51,26.45,27.60,24.20,27.50,1008.4,1011.7,413.0,326.5,283.3,298.0,297.2,304.6,256.3,169.1,129.4
1981-12,435,22.85,25.31,28.46,26.56,26.90,24.74,27.58,1007.5,1011.9,334.5,257.5,368.5,294.2,286.3,189.0,251.4,178.3,112.7
1982-01,652,24.62,26.00,28.29,26.84,26.00,25.45,27.63,1006.3,1012.9,437.0,306.5,387.8,365.6,398.2,484.0,405.8,430.1,359.9
1982-02,823,25.63,26.51,28.14,26.69,25.49,26.27,27.80,1007,1011.7,221.8,333.4,260.4,302.6,299.0,375.6,263.6,398.6,309.8
1982-03,870,25.66,27.24,28.44,27.52,25.52,26.80,28.15,1007.5,1011.8,346.8,340.1,228.4,290.1,317.7,311.7,336.3,244.4,315.5
1982-04,747,25.09,27.72,28.95,28.13,25.66,26.47,28.57,1010.1,1012.2,165.4,146.5,99.3,113.6,180.4,296.2,255.0,281.3,303.0
1982-05,724,24.33,27.74,29.30,28.46,26.32,25.57,28.58,1011.9,1012.5,50.1,16.3,26.2,19.8,36.1,97.0,56.6,107.8,258.1
1982-06,533,23.42,27.23,29.37,28.33,26.73,24.46,28.08,1013.9,1012.7,6.7,2.6,3.9,2.7,6.7,29.8,13.2,18.5,78.3
1982-07,392,22.47,26.29,29.01,27.76,26.98,23.26,27.40,1014.5,1012.5,1.0,5.0,0.1,0.4,4.2,16.7,9.5,16.5,26.3
1982-08,321,21.92,26.08,28.90,27.67,27.46,22.28,27.16,1014.7,1012.7,42.7,23.1,4.7,6.1,9.5,16.5,33.4,22.4,40.4
1982-09,281,22.16,26.71,29.05,28.23,27.82,22.52,27.33,1014,1013.2,121.6,75.5,83.5,93.5,173.5,176.7,225.4,121.4,14.8
1982-10,307,22.78,27.21,29.34,28.67,27.58,23.05,27.73,1012.5,1012.1,128.4,72.8,111.1,97.1,122.9,111.5,95.9,63.4,25.5
1982-11,317,24.50,27.54,29.22,28.68,27.00,23.56,28.00,1011.1,1009.3,175.7,177.6,147.5,145.6,161.0,192.0,140.9,103.9,25.3
1982-12,379,25.91,28.04,29.09,28.87,26.13,24.39,28.20,1009.3,1008.6,300.8,246.1,234.2,221.6,275.2,296.1,304.3,143.7,48.4
1983-01,457,27.20,28.47,28.75,28.82,25.54,25.72,28.25,1009.8,1007.7,438.8,327.1,396.3,362.3,318.5,255.7,224.9,191.2,131.1
1983-02,679,28.16,28.63,28.61,28.68,25.53,26.67,28.42,1010.3,1007.8,259.9,267.4,222.7,393.6,322.4,321.5,190.6,225.2,190.0
1983-03,673,29.00,28.85,28.58,28.72,26.02,26.84,28.70,1010.1,1008.9,314.9,341.4,247.7,318.6,332.0,370.9,325.7,281.4,320.7
1983-04,677,28.94,29.09,28.72,28.83,26.52,26.59,28.93,1010.1,1010.4,71.2,63.5,90.8,83.5,97.3,167.6,108.3,160.4,242.0
1983-05,552,28.27,28.95,29.09,28.89,26.78,25.55,28.78,1011.7,1014,38.6,41.5,28.2,32.6,38.5,61.2,42.2,44.6,119.5
1983-06,394,27.24,28.13,28.95,28.33,27.18,24.28,28.33,1013.3,1014.1,7.4,4.4,3.2,3.9,7.1,38.3,25.8,20.4,55.1
1983-07,333,25.84,26.76,28.69,27.25,27.21,23.24,27.64,1014.4,1014.1,4.5,3.0,4.3,9.7,13.1,17.0,9.5,30.8,32.2
1983-08,283,24.01,26.00,28.46,26.76,27.56,22.79,27.29,1014.1,1015.6,1.0,0.0,0.0,0.0,12.5,44.9,23.4,64.8,41.2
1983-09,264,22.37,25.30,28.22,26.42,27.82,22.83,27.22,1012.1,1016.1,70.7,22.7,94.2,64.5,102.7,79.6,99.7,67.2,4.8
1983-10,288,22.24,24.73,28.05,25.89,27.54,23.01,27.27,1010.5,1014,319.4,283.0,350.9,329.9,272.3,191.6,234.8,137.1,34.4
1983-11,340,22.38,24.42,27.94,25.74,27.31,23.87,27.36,1009.7,1012.5,334.3,254.6,274.3,212.4,170.6,128.7,99.7,139.2,12.5
1983-12,410,23.26,24.73,27.88,25.87,26.75,24.88,27.44,1008.5,1012,319.7,335.2,320.2,323.9,346.2,291.5,316.3,227.9,112.9
1984-01,476,24.40,25.31,27.69,26.08,25.87,26.00,27.40,1007.1,1011.8,166.8,185.7,236.6,271.5,354.8,331.4,402.5,213.7,305.7
1984-02,557,25.44,26.46,27.67,26.72,25.41,26.99,27.60,1005.3,1011.1,213.8,224.6,147.8,231.2,295.1,408.0,300.6,345.6,302.0
1984-03,630,26.06,27.12,27.67,26.98,25.29,27.53,28.09,1008.1,1010.9,220.8,203.1,209.6,230.4,292.0,355.4,395.6,294.8,524.7
1984-04,735,25.61,27.23,27.90,27.30,25.45,27.24,28.35,1010.1,1012.7,142.8,165.5,221.1,215.5,281.3,394.4,361.8,349.7,345.9
1984-05,732,23.78,26.49,28.25,27.42,25.88,26.30,28.08,1011.1,1012.7,47.5,52.7,44.3,63.7,70.4,137.5,55.4,176.8,324.4
1984-06,553,22.46,25.65,28.34,27.07,26.35,25.28,27.53,1013.2,1013.3,0.0,0.0,0.0,0.0,5.5,25.0,13.0,57.0,139.2
1984-07,386,21.68,25.19,28.34,26.96,26.58,24.07,27.14,1013.2,1014.3,0.0,0.0,0.0,0.0,3.2,18.5,7.7,21.7,83.5
1984-08,309,20.73,24.84,28.24,26.68,27.14,23.68,26.89,1012.2,1014.2,44.8,24.3,12.6,10.5,15.4,44.2,30.7,59.7,74.3
1984-09,275,20.78,24.68,28.39,26.47,27.60,23.65,27.11,1011.8,1014.4,67.9,76.9,72.2,114.2,141.9,161.5,155.1,140.0,116.0
1984-10,276,20.76,24.43,28.21,26.18,27.45,23.76,27.16,1011.3,1013.4,203.2,216.0,239.1,208.2,263.0,182.3,264.3,177.2,54.2
1984-11,353,21.69,24.25,27.96,25.64,26.89,24.18,27.27,1009.3,1012.8,246.9,194.7,130.3,158.1,159.6,157.6,153.0,124.1,79.9
1984-12,394,22.68,24.18,27.82,25.45,26.12,24.89,27.11,1005.1,1008.3,231.9,294.1,223.2,284.0,291.6,273.6,247.9,144.5,196.8
1985-01,680,23.95,24.65,27.83,25.67,25.53,25.84,27.24,1007.5,1011.3,463.4,454.7,436.3,446.4,447.0,435.9,278.7,425.9,316.3
1985-02,775,25.13,25.76,27.61,26.23,25.15,26.83,27.47,1005.4,1011.9,150.2,176.5,183.4,217.7,262.2,341.5,259.3,404.9,433.7
1985-03,797,25.82,26.50,27.58,26.65,24.93,27.06,27.82,1006.1,1010.7,303.0,246.0,247.1,241.6,289.4,384.2,375.7,341.4,485.4
1985-04,759,24.41,26.67,27.81,26.85,25.23,26.91,28.20,1007.5,1011.6,176.4,207.8,158.6,233.9,258.6,303.4,276.5,287.7,347.9
1985-05,778,23.02,26.40,28.09,27.11,25.64,26.13,28.07,1009.4,1011.4,21.5,27.3,36.5,43.1,72.0,154.4,99.6,170.0,208.8
1985-06,639,22.23,25.78,28.11,26.97,26.36,24.80,27.51,1012.6,1012.6,0.0,0.0,0.0,0.1,2.7,27.8,15.5,57.9,105.5
1985-07,420,20.92,24.91,28.40,26.80,27.01,23.79,27.09,1013.6,1014.2,5.3,9.8,8.7,4.6,6.5,23.8,8.3,37.5,50.0
1985-08,338,20.04,24.38,28.36,26.45,27.52,23.16,26.83,1012.4,1015.4,1.8,0.5,9.1,2.7,9.9,32.6,22.3,36.2,59.1
1985-09,285,19.89,24.20,28.32,26.18,27.87,22.99,26.91,1011.5,1013.9,72.8,57.4,44.7,47.3,98.3,95.7,113.3,45.7,26.0
1985-10,289,20.28,24.34,28.51,26.38,27.58,23.47,27.12,1010.7,1012.7,180.8,200.6,205.4,218.3,202.1,222.9,225.9,125.8,83.6
1985-11,354,21.16,24.51,28.51,26.49,27.34,24.11,27.38,1008.4,1011.1,165.2,182.5,184.0,264.1,235.7,239.5,181.7,171.8,112.4
1985-12,592,22.71,24.62,28.48,26.37,26.39,24.74,27.38,1007.6,1011.5,214.6,239.6,433.2,408.9,393.9,488.6,333.2,486.2,338.4
1986-01,654,24.61,24.92,28.19,26.12,25.43,25.56,27.31,1004.7,1010.8,319.2,284.6,241.2,206.2,235.4,237.7,190.0,246.4,224.8
1986-02,724,26.01,26.02,28.03,26.25,25.21,26.76,27.67,1006.9,1009.2,207.5,319.1,225.2,300.4,317.2,306.7,344.7,324.2,357.3
1986-03,756,25.90,26.99,28.19,27.02,25.20,27.22,28.04,1008.4,1012.5,165.7,225.7,212.9,194.0,237.0,321.7,304.1,279.9,409.1
1986-04,758,24.91,27.32,28.34,27.63,25.34,27.03,28.36,1009.3,1011.8,78.1,80.9,123.7,144.5,178.2,250.1,237.0,204.7,293.4
1986-05,654,23.45,26.73,28.73,27.64,25.76,26.29,28.29,1011.6,1012.4,40.4,101.0,25.5,47.5,49.2,134.0,75.8,106.3,148.2
1986-06,506,22.17,26.25,28.84,27.57,26.13,25.13,27.85,1011,1013.5,2.5,3.2,0.0,0.0,10.5,30.8,23.3,56.0,131.7
1986-07,380,21.52,25.73,28.86,27.27,26.61,23.82,27.34,1012.8,1014.1,19.5,7.2,8.5,8.1,21.0,49.2,57.2,64.0,40.9
1986-08,323,21.05,25.29,29.01,27.22,27.16,23.22,27.06,1012,1012.5,88.0,88.1,63.1,48.9,53.1,43.9,57.8,41.8,13.5
1986-09,280,21.15,25.26,29.09,27.37,27.63,23.17,27.20,1012.2,1013.7,40.5,46.5,59.3,88.1,97.4,116.3,139.8,82.7,38.9
1986-10,369,21.30,25.51,29.14,27.56,27.52,23.36,27.50,1010.9,1014.8,149.5,269.7,214.7,310.7,316.6,217.4,246.7,207.6,130.0
1986-11,392,22.07,25.83,29.19,27.66,27.24,23.80,27.74,1009.3,1010.1,115.5,179.5,210.1,185.8,182.4,148.6,164.5,106.0,135.5
1986-12,403,23.50,26.09,28.97,27.69,25.96,24.62,27.74,1009.7,1010.5,374.0,413.2,321.9,269.8,242.0,169.7,262.0,171.3,164.3
1987-01,466,25.66,26.70,28.66,27.74,25.54,25.46,27.78,1007.1,1010.2,195.0,250.7,237.8,256.9,225.4,204.0,194.4,173.4,203.0
1987-02,561,27.01,27.54,28.72,27.97,25.34,26.43,27.98,1007.4,1009.3,186.3,208.1,234.0,253.7,232.0,195.8,196.8,183.2,198.0
1987-03,699,27.95,28.33,28.85,28.47,25.68,26.97,28.53,1010.7,1011.6,203.4,225.0,230.6,249.0,288.8,386.3,369.3,330.9,289.0
1987-04,683,26.91,28.50,28.98,28.66,26.18,26.96,28.82,1011.5,1010.9,100.5,135.3,131.0,128.7,126.3,219.1,136.2,231.5,267.0
1987-05,585,25.85,28.14,29.30,28.60,26.57,26.29,28.78,1012.6,1011.5,30.2,47.5,23.9,35.0,42.4,98.9,38.1,146.8,118.3
1987-06,447,24.15,27.52,29.49,28.61,27.31,25.12,28.36,1013.1,1011.8,0.9,0.4,0.7,0.0,5.2,38.1,11.6,64.7,62.1
1987-07,352,23.15,26.98,29.40,28.54,27.41,24.01,27.85,1014.7,1013,0.0,0.0,0.0,0.0,1.3,8.9,1.1,19.9,23.1
1987-08,286,22.00,26.62,29.34,28.42,28.09,23.24,27.61,1014.3,1013.8,4.2,3.2,0.7,4.3,13.9,42.4,42.9,69.0,38.3
1987-09,261,21.91,26.61,29.53,28.38,28.31,23.16,27.74,1013.5,1014,31.8,45.2,56.7,55.5,76.0,92.5,120.4,86.4,19.2
1987-10,270,22.60,26.26,29.60,28.07,28.39,23.60,27.91,1011.2,1013.2,122.2,137.8,165.5,141.8,149.8,121.6,153.3,179.4,38.3
1987-11,313,22.83,26.20,29.59,27.86,27.94,24.44,28.15,1008.9,1011.9,260.6,284.9,242.2,305.1,269.2,145.5,232.9,103.2,31.2
1987-12,379,23.54,26.34,29.37,27.63,27.25,24.90,28.11,1007.8,1010.4,359.1,331.2,363.1,388.0,356.0,182.9,253.0,95.7,186.5
1988-01,501,24.85,26.51,29.00,27.50,26.21,26.12,28.04,1007.8,1012,268.8,232.4,260.1,281.6,317.3,316.8,265.7,226.1,191.3
1988-02,602,25.83,26.60,28.68,27.11,25.62,26.93,28.12,1006.7,1010.2,272.1,333.2,245.6,311.2,413.8,353.7,417.2,313.7,216.3
1988-03,719,25.86,27.24,28.51,27.40,25.82,27.55,28.46,1006.8,1011.2,321.2,302.4,386.8,385.8,370.8,357.6,214.1,261.3,365.5
1988-04,727,25.08,27.19,28.44,27.53,26.12,27.39,28.60,1010.1,1012.3,196.2,132.0,283.6,189.6,231.2,280.8,216.7,256.7,315.7
1988-05,708,23.69,26.13,28.40,26.96,26.37,26.69,28.29,1010.8,1013.7,11.8,19.1,27.8,16.0,28.6,132.7,36.7,168.7,203.6
1988-06,522,21.87,24.89,28.20,26.27,27.09,25.47,27.68,1013.9,1014.8,11.0,4.4,39.6,18.0,23.1,61.3,29.2,64.9,108.3
1988-07,398,20.73,24.03,28.08,25.75,27.47,24.18,27.13,1012.8,1015.5,0.0,0.0,0.0,0.0,0.4,7.2,0.2,22.1,102.4
1988-08,312,19.81,23.80,28.25,25.73,27.73,23.43,26.88,1012.5,1016.5,0.0,0.0,0.0,0.0,2.0,6.4,2.8,11.4,28.2
1988-09,269,19.73,24.01,28.06,25.80,28.06,23.15,26.97,1010.6,1016.3,22.1,6.1,39.4,22.1,23.9,54.4,35.6,52.9,65.5
1988-10,288,20.01,23.63,27.31,25.01,27.80,23.53,27.05,1009.1,1014.4,180.3,190.3,179.3,171.8,189.6,201.6,197.3,177.8,27.4
1988-11,344,20.94,23.66,27.15,24.84,27.35,23.97,27.08,1007.4,1013.5,239.1,254.1,235.3,263.6,249.3,260.9,168.5,221.2,94.6
1988-12,552,22.22,23.85,27.06,24.88,26.41,24.80,27.03,1006.5,1012.2,240.1,268.1,239.8,316.0,318.3,370.8,208.5,253.0,224.1
1989-01,598,24.29,24.43,26.81,24.81,25.43,26.09,27.12,1005.4,1012.6,317.1,402.1,234.2,288.3,235.0,332.2,136.3,257.3,275.2
1989-02,649,25.98,25.58,26.90,25.43,25.08,26.74,27.38,1006.8,1013.3,282.8,335.6,241.8,327.8,268.2,366.0,170.3,225.4,283.9
1989-03,751,26.31,26.31,27.35,26.20,24.79,27.28,27.79,1007.3,1012.5,277.5,388.7,229.4,362.9,325.1,377.0,227.7,287.3,387.9
1989-04,760,25.39,26.80,27.83,26.79,25.09,27.16,28.21,1007.6,1012.5,85.2,112.9,142.4,188.4,188.8,278.4,155.2,290.3,390.2
1989-05,648,23.46,26.58,28.36,27.19,25.52,26.38,28.16,1010.1,1013.6,12.5,32.1,25.3,72.1,85.1,187.6,73.1,196.7,222.8
1989-06,511,22.21,26.40,28.16,27.21,26.38,25.09,27.66,1012.8,1014.9,17.6,27.1,9.8,21.4,30.1,76.1,45.8,113.8,172.4
1989-07,447,21.36,25.44,28.19,26.86,27.29,23.91,27.28,1012.1,1014.5,8.9,13.0,9.6,17.6,18.2,30.5,23.0,55.1,118.3
1989-08,340,20.74,24.84,28.15,26.47,27.94,23.42,27.02,1013.3,1014,12.6,32.3,16.6,63.2,45.6,68.9,37.3,66.1,42.2
1989-09,292,20.18,24.76,28.38,26.50,27.89,23.18,27.12,1011.7,1015,41.5,65.6,52.6,80.2,80.5,79.2,93.1,55.8,50.7
1989-10,286,20.72,24.69,28.42,26.41,27.89,23.50,27.34,1009.9,1014,133.9,150.1,136.2,200.7,189.8,179.0,172.8,137.3,160.9
1989-11,391,21.62,24.67,28.30,26.32,27.43,23.80,27.51,1008.7,1011.3,157.6,122.9,226.4,212.8,271.0,202.4,237.5,208.8,115.9
1989-12,647,22.64,24.95,28.55,26.61,26.81,24.23,27.50,1008.9,1011.4,555.6,579.0,571.7,578.4,516.7,442.6,473.5,287.4,141.0
1990-01,682,24.27,25.49,28.55,26.68,25.76,25.06,27.52,1006.9,1011.1,238.6,307.5,208.7,250.1,227.1,202.8,177.6,106.9,118.1
1990-02,690,26.20,26.52,28.60,27.00,25.43,26.44,27.92,1010,1010.9,316.9,349.3,399.9,459.3,403.7,403.2,265.7,264.3,292.3
1990-03,766,26.27,26.98,28.68,27.37,25.39,27.17,28.29,1008.3,1010.7,171.0,147.4,194.5,183.7,201.2,293.8,220.7,258.3,289.2
1990-04,698,25.12,27.53,28.79,27.89,25.98,27.13,28.66,1009.7,1012,82.2,137.5,114.1,146.0,148.8,173.8,202.1,149.5,152.6
1990-05,602,24.07,27.44,28.95,28.05,26.55,26.00,28.51,1010.3,1013.7,86.2,56.9,62.0,77.3,80.4,136.9,80.1,99.4,129.9
1990-06,471,22.78,26.67,28.98,27.72,26.69,25.00,27.93,1012.4,1013.7,1.2,0.3,0.0,0.0,3.1,24.4,4.0,34.0,111.5
1990-07,355,21.40,25.90,29.07,27.51,27.26,23.65,27.38,1012.8,1014.6,5.4,7.7,8.8,6.7,32.3,86.9,72.2,193.7,158.2
1990-08,322,20.71,25.30,29.09,27.12,27.72,22.86,27.16,1013.5,1014.4,6.0,23.2,5.8,19.7,26.3,56.5,46.8,18.7,55.0
1990-09,273,20.15,25.16,29.06,27.03,28.22,22.98,27.23,1013.3,1014.4,117.7,114.5,131.1,161.4,142.0,107.7,136.2,77.9,51.2
1990-10,285,20.43,24.99,29.20,27.08,28.18,23.45,27.52,1010.9,1014.1,129.9,204.2,130.7,186.8,181.6,157.7,155.4,65.5,34.1
1990-11,309,21.32,25.02,29.16,26.89,27.57,24.04,27.68,1009.1,1011.2,147.1,185.0,134.3,140.6,153.6,145.7,171.2,73.6,42.2
1990-12,368,22.73,25.28,29.12,27.04,26.78,24.84,27.72,1007.7,1010.7,213.2,199.9,255.7,252.7,260.1,291.5,240.5,245.8,166.9
1991-01,587,24.31,25.84,28.91,27.12,25.80,25.48,27.73,1006.3,1011.8,425.7,520.9,432.7,447.9,423.4,346.8,404.5,313.5,253.0
1991-02,649,25.97,26.44,28.74,27.18,25.41,26.37,27.88,1006.5,1011.2,286.9,350.8,270.5,268.1,269.9,252.6,234.7,181.0,133.3
1991-03,696,26.44,27.11,28.72,27.44,25.21,27.04,28.29,1009.5,1011.5,334.0,308.8,333.9,362.4,388.0,394.0,466.6,375.8,361.2
1991-04,786,25.45,27.65,29.04,28.13,25.49,27.09,28.70,1009.9,1010.7,83.7,127.4,132.8,191.2,208.1,229.7,251.0,183.9,162.8
1991-05,702,24.23,27.57,29.42,28.29,25.96,26.51,28.70,1012.6,1011.9,44.2,97.7,29.5,58.8,90.3,187.8,136.9,191.7,220.8
1991-06,592,23.12,27.28,29.40,28.27,26.23,25.04,28.20,1013.3,1013.8,0.7,0.6,0.0,0.0,5.0,32.7,13.8,48.5,109.8
1991-07,410,22.52,26.66,29.42,28.09,26.66,23.62,27.63,1013.4,1014.2,0.3,0.2,1.8,1.3,0.6,5.9,1.4,7.1,70.5
1991-08,323,21.46,25.82,29.31,27.72,27.16,22.89,27.23,1014,1014.5,0.0,0.0,0.3,0.0,2.9,6.3,7.3,10.1,13.0
1991-09,279,21.36,25.36,29.23,27.35,27.71,22.65,27.21,1013.3,1012.9,54.5,65.6,57.6,107.6,112.7,97.1,47.4,56.2,17.3
1991-10,273,21.72,25.69,29.48,27.71,27.65,23.00,27.50,1011.1,1011.9,158.1,108.2,143.2,121.7,170.2,165.0,156.4,77.4,27.0
1991-11,329,22.42,26.08,29.43,27.98,27.22,23.44,27.71,1010.1,1011.9,182.8,191.0,251.7,246.9,247.1,144.8,279.4,56.8,28.2
1991-12,412,23.72,26.46,29.33,28.29,26.56,24.56,27.79,1008.5,1008.7,258.9,236.2,267.5,299.1,309.6,219.8,233.2,163.1,101.7
1992-01,517,25.15,26.98,28.97,28.40,25.82,25.35,27.75,1010.1,1009.2,334.8,441.0,313.6,469.4,415.0,312.1,273.2,225.7,240.7
1992-02,685,26.87,27.57,29.02,28.52,25.40,26.17,28.03,1007.7,1010.3,286.4,421.7,286.6,343.3,320.2,274.2,266.2,278.2,269.1
1992-03,692,27.61,28.16,28.95,28.65,25.31,26.39,28.37,1010.5,1010,310.6,301.2,241.8,370.7,358.4,319.1,294.4,282.2,393.1
1992-04,694,27.38,28.67,29.14,29.04,25.62,26.14,28.78,1011,1011.1,168.2,160.7,162.8,196.1,231.8,207.5,181.3,199.8,141.9
1992-05,649,26.33,28.39,29.34,29.00,26.21,25.24,28.71,1011.1,1012.8,15.9,8.5,31.1,30.5,30.6,54.3,45.2,45.5,64.0
1992-06,453,24.05,27.29,29.25,28.51,26.54,23.90,28.00,1012.5,1012.1,0.0,0.6,0.0,1.1,6.1,47.3,15.3,26.6,53.1
1992-07,347,22.18,25.91,29.25,27.76,26.99,22.96,27.40,1014.9,1014.6,0.0,0.0,0.0,0.0,2.3,17.0,5.2,29.8,9.5
1992-08,293,21.08,25.22,29.05,27.10,27.44,22.32,26.95,1012.8,1014.7,15.0,22.1,18.0,12.7,13.0,25.1,31.0,30.0,21.9
1992-09,269,21.05,24.99,28.91,26.86,27.81,22.36,27.06,1011.2,1013.7,167.6,160.9,104.0,142.1,141.4,96.8,107.4,55.6,26.0
1992-10,289,21.27,24.88,28.83,26.67,27.73,22.61,27.26,1011.2,1011.3,176.3,148.4,200.7,201.3,195.9,140.8,153.4,13.7,1.7
1992-11,329,21.78,24.92,28.80,26.68,27.28,23.16,27.44,1009.5,1011.3,246.2,205.1,264.7,268.1,226.1,145.0,212.7,125.9,63.5
1992-12,470,22.95,25.16,28.81,26.75,26.38,24.04,27.45,1007.3,1009.7,364.2,328.2,403.8,423.1,410.9,333.8,252.4,160.5,153.2
1993-01,514,24.68,25.70,28.75,26.87,25.77,25.14,27.51,1006.8,1009.5,127.8,148.6,132.5,205.9,290.3,323.7,215.5,249.8,249.2
1993-02,658,26.42,26.87,28.42,27.24,25.30,26.18,27.76,1006.4,1009.3,533.8,409.9,436.2,443.2,470.6,474.1,410.1,506.0,385.5
1993-03,708,26.88,27.64,28.49,27.78,25.28,26.77,28.18,1010.1,1012.5,124.5,106.4,117.5,173.4,248.7,288.6,206.6,235.5,254.0
