,glo_avg,dir_avg,diff_avg,lw_avg,par_avg,lux_avg,tp_sfc,humid,press,rain,ws_10m,wd_10m
1481,-1.734,0.841,-1.277,402.1,0.0,0.0,20.32,87.2,902.43,0.0,0.1009999999999999,261.2
1482,-1.685,0.858,-1.277,401.5,0.0,0.0,20.27,87.2,902.43,0.0,0.141,272.8
1483,-1.6780000000000002,0.848,-1.277,400.1,0.0,0.0,20.35,87.2,902.43,0.0,0.1939999999999999,272.2
1484,-1.67,0.838,-1.277,401.9,0.0,0.0,20.3,87.2,902.43,0.0,0.326,265.0
1485,-1.67,0.818,-1.277,402.9,0.0,0.0,20.24,87.1,902.49,0.0,0.529,257.8
1486,-1.67,0.818,-1.252,404.2,0.0,0.0,20.39,87.1,902.49,0.0,0.508,261.4
1487,-1.668,0.807,-1.225,404.3,0.0,0.0,20.3,87.2,902.49,0.0,0.513,256.9
1488,-1.668,0.753,-1.167,404.3,0.0,0.0,20.29,87.2,902.49,0.0,0.485,260.1
1489,-1.658,0.736,-1.128,404.6,0.0,0.0,20.32,87.2,902.55,0.0,0.581,256.9
1490,-1.63,0.78,-1.122,404.1,0.0,0.0,20.24,87.2,902.49,0.0,0.48,266.5
1491,-1.65,0.784,-1.119,402.9,0.0,0.0,20.29,87.3,902.55,0.0,0.408,262.5
1492,-1.615,0.79,-1.1,404.0,0.0,0.0,20.29,87.3,902.5,0.0,0.207,272.7
1493,-1.577,0.787,-1.106,403.9,0.0,0.0,20.34,87.2,902.56,0.0,0.225,269.6
1494,-1.5719999999999998,0.746,-1.119,402.6,0.0,0.0,20.34,87.3,902.56,0.0,0.319,264.9
1495,-1.653,0.63,-1.219,402.3,0.0,0.0,20.34,87.3,902.5,0.0,0.235,268.2
1496,-1.67,0.613,-1.258,402.0,0.0,0.0,20.29,87.3,902.56,0.0,0.203,271.0
1497,-1.67,0.63,-1.277,400.6,0.0,0.0,20.4,87.3,902.56,0.0,0.262,277.7
1498,-1.67,0.617,-1.274,400.0,0.0,0.0,20.34,87.3,902.5,0.0,0.2789999999999999,274.4
1499,-1.67,0.613,-1.277,401.1,0.0,0.0,20.29,87.2,902.5,0.0,0.319,282.4
1500,-1.67,0.613,-1.271,402.3,0.0,0.0,20.37,87.2,902.5,0.0,0.244,280.8
1501,-1.67,0.613,-1.265,400.6,0.0,0.0,20.32,87.0,902.56,0.0,0.204,280.0
1502,-1.67,0.613,-1.277,397.8,0.0,0.0,20.29,87.1,902.56,0.0,0.2789999999999999,283.9
1503,-1.67,0.613,-1.277,396.6,0.0,0.0,20.31,87.1,902.5,0.0,0.303,291.2
1504,-1.673,0.613,-1.277,396.2,0.0,0.0,20.37,87.0,902.5,0.0,0.19,282.0
1505,-1.6780000000000002,0.61,-1.277,396.7,0.0,0.0,20.31,87.1,902.5,0.0,0.213,286.4
1506,-1.761,0.603,-1.277,396.9,0.0,0.0,20.27,87.1,902.5,0.0,0.2769999999999999,285.4
1507,-1.858,0.606,-1.277,397.4,0.0,0.0,20.27,87.1,902.56,0.0,0.241,284.1
1508,-1.85,0.583,-1.277,397.5,0.0,0.0,20.29,87.1,902.5,0.0,0.251,277.6
1509,-1.825,0.606,-1.277,396.3,0.0,0.0,20.27,87.1,902.56,0.0,0.268,277.2
1510,-1.797,0.603,-1.277,395.7,0.0,0.0,20.35,87.0,902.5,0.0,0.337,281.6
1511,-1.744,0.528,-1.277,397.1,0.0,0.0,20.32,87.1,902.5,0.0,0.285,286.1
1512,-1.683,0.61,-1.277,398.8,0.0,0.0,20.31,87.1,902.56,0.0,0.216,284.1
1513,-1.673,0.514,-1.277,399.5,0.0,0.0,20.31,87.1,902.56,0.0,0.233,292.0
1514,-1.6780000000000002,0.484,-1.277,399.6,0.0,0.0,20.32,87.1,902.44,0.0,0.225,301.7
1515,-1.7009999999999998,0.439,-1.277,399.8,0.0,0.0,20.32,87.1,902.57,0.0,0.363,305.3
1516,-1.693,0.484,-1.277,402.1,0.0,0.0,20.31,87.1,902.51,0.0,0.307,309.4
1517,-1.673,0.596,-1.277,402.6,0.0,0.0,20.32,87.1,902.57,0.0,0.297,307.0
1518,-1.673,0.603,-1.277,399.6,0.0,0.0,20.34,87.0,902.51,0.0,0.313,302.6
1519,-1.67,0.6,-1.277,397.5,0.0,0.0,20.31,87.0,902.51,0.0,0.309,305.4
1520,-1.673,0.565,-1.277,396.9,0.0,0.0,20.34,86.9,902.45,0.0,0.335,300.8
1521,-1.675,0.514,-1.277,396.8,0.0,0.0,20.37,87.1,902.51,0.0,0.4,297.0
1522,-1.741,0.433,-1.277,395.2,0.0,0.0,20.32,87.1,902.57,0.0,0.341,296.2
1523,-1.797,0.371,-1.277,394.2,0.0,0.0,20.31,87.2,902.57,0.0,0.471,300.6
1524,-1.827,0.31,-1.277,393.2,0.0,0.0,20.34,87.3,902.57,0.0,0.504,303.6
1525,-1.842,0.327,-1.277,393.1,0.0,0.0,20.36,87.4,902.51,0.0,0.5579999999999999,309.2
1526,-1.832,0.385,-1.277,392.5,0.0,0.0,20.29,87.4,902.51,0.0,0.569,315.8
1527,-1.82,0.341,-1.277,393.7,0.0,0.0,20.37,87.5,902.45,0.0,0.6679999999999999,321.2
1528,-1.784,0.317,-1.277,395.0,0.0,0.0,20.34,87.6,902.51,0.0,0.623,320.9
1529,-1.6880000000000002,0.351,-1.277,396.8,0.0,0.0,20.32,87.7,902.45,0.0,0.591,320.1
1530,-1.673,0.371,-1.277,398.2,0.0,0.0,20.34,87.6,902.45,0.0,0.456,313.6
1531,-1.673,0.218,-1.277,396.1,0.0,0.0,20.32,87.7,902.45,0.0,0.529,321.3
1532,-1.673,0.204,-1.277,391.8,0.0,0.0,20.36,87.8,902.45,0.0,0.535,319.2
1533,-1.721,0.204,-1.277,389.9,0.0,0.0,20.32,87.8,902.39,0.0,0.624,327.4
1534,-1.802,0.204,-1.277,389.7,0.0,0.0,20.34,87.8,902.39,0.0,0.546,329.5
1535,-1.87,0.204,-1.277,388.6,0.0,0.0,20.29,87.9,902.39,0.0,0.574,338.3
1536,-1.966,0.204,-1.277,386.9,0.0,-0.001,20.34,87.9,902.33,0.0,0.593,339.1
1537,-1.974,0.204,-1.277,386.1,0.0,0.0,20.39,87.8,902.33,0.0,0.619,340.2
1538,-1.974,0.177,-1.277,384.7,0.0,0.0,20.27,87.8,902.33,0.0,0.5820000000000001,341.6
1539,-1.977,0.051,-1.277,382.8,0.0,-0.001,20.27,87.9,902.27,0.0,0.547,343.9
1540,-1.982,-0.017,-1.277,381.9,0.0,0.0,20.31,87.9,902.27,0.0,0.479,350.3
1541,-2.139,-0.157,-1.283,381.4,0.0,0.0,20.27,87.9,902.21,0.0,0.51,352.5
1542,-2.255,-0.201,-1.301,381.2,0.0,0.0,20.24,88.0,902.21,0.0,0.513,352.4
1543,-2.278,-0.204,-1.341,381.8,0.0,0.0,20.21,88.1,902.15,0.0,0.488,352.8
1544,-2.28,-0.204,-1.3769999999999998,381.7,0.0,0.0,20.18,88.2,902.15,0.0,0.473,352.5
1545,-2.28,-0.228,-1.395,381.1,-0.005,0.0,20.11,88.3,902.15,0.0,0.6559999999999999,352.5
1546,-2.28,-0.293,-1.347,380.8,0.0,-0.001,20.14,88.4,902.09,0.0,0.61,355.8
1547,-2.278,-0.412,-1.325,380.3,0.0,-0.001,20.14,88.6,902.09,0.0,0.5529999999999999,356.5
1548,-2.278,-0.545,-1.295,380.5,0.0,0.0,20.09,88.6,902.03,0.0,0.628,358.3
1549,-2.28,-0.613,-1.286,381.5,0.0,0.0,20.18,88.7,902.03,0.0,0.5660000000000001,348.3
1550,-2.278,-0.613,-1.28,383.3,0.0,0.0,20.06,88.8,902.03,0.0,0.586,353.9
1551,-2.278,-0.613,-1.277,385.1,0.0,0.0,20.06,88.9,901.97,0.0,0.762,350.3
1552,-2.202,-0.613,-1.277,385.7,0.0,0.0,20.03,89.0,901.97,0.0,0.873,345.4
1553,-1.999,-0.569,-1.277,387.1,0.0,-0.001,19.98,89.1,902.03,0.0,1.145,342.9
1554,-1.974,-0.405,-1.277,388.3,0.0,0.0,20.08,89.1,902.03,0.0,0.977,333.6
1555,-1.974,-0.354,-1.277,389.9,0.0,0.0,20.04,89.3,901.97,0.0,0.949,331.6
1556,-1.885,-0.215,-1.277,389.5,0.0,0.0,20.08,89.3,901.97,0.0,1.197,336.2
1557,-1.761,-0.204,-1.277,388.8,0.0,0.0,20.06,89.3,901.91,0.0,1.08,341.4
1558,-1.6980000000000002,-0.204,-1.277,388.2,0.0,0.0,19.98,89.3,901.97,0.0,0.939,333.3
1559,-1.711,-0.204,-1.277,387.9,0.0,0.0,20.08,89.2,901.91,0.0,1.41,340.9
1560,-1.7180000000000002,-0.204,-1.277,387.6,0.0,0.0,20.06,89.1,901.85,0.0,1.119,332.2
1561,-1.7080000000000002,-0.204,-1.277,387.3,0.0,0.0,20.09,89.2,901.85,0.0,1.087,336.5
1562,-1.7180000000000002,-0.204,-1.277,386.9,0.0,-0.001,20.08,89.1,901.85,0.0,1.18,339.5
1563,-1.802,-0.204,-1.277,386.4,0.0,0.0,20.06,89.0,901.79,0.0,1.208,343.8
1564,-1.858,-0.204,-1.277,385.8,0.0,-0.002,20.04,89.0,901.79,0.0,1.4780000000000002,345.7
1565,-1.878,-0.204,-1.277,385.1,0.0,0.0,20.0,89.0,901.79,0.0,1.425,344.7
1566,-1.918,-0.204,-1.277,384.2,0.0,0.0,20.06,89.0,901.79,0.0,1.596,342.7
1567,-1.923,-0.204,-1.277,383.6,0.0,0.0,20.0,89.0,901.79,0.0,1.4,340.8
1568,-1.959,-0.204,-1.277,382.9,0.0,0.0,20.0,89.0,901.79,0.0,1.52,340.7
1569,-1.961,-0.204,-1.277,382.0,0.0,0.0,20.05,89.0,901.73,0.0,1.588,340.5
1570,-1.969,-0.204,-1.28,381.1,0.0,0.0,20.06,89.0,901.73,0.0,1.518,343.1
1571,-1.974,-0.204,-1.304,380.4,0.0,0.0,20.01,89.0,901.73,0.0,1.499,342.7
1572,-1.974,-0.201,-1.335,379.4,0.0,0.0,20.05,89.0,901.73,0.0,1.5730000000000002,343.7
1573,-1.974,-0.204,-1.401,378.8,0.0,0.0,20.08,89.0,901.73,0.0,1.6469999999999998,341.7
1574,-1.974,-0.1939999999999999,-1.411,378.2,0.0,0.0,20.0,88.9,901.73,0.0,1.59,342.2
1575,-1.974,-0.099,-1.432,377.4,0.0,0.0,20.09,88.9,901.67,0.0,1.51,340.6
1576,-1.974,-0.174,-1.435,376.9,0.0,0.0,20.0,88.9,901.67,0.0,1.601,343.7
1577,-1.977,-0.061,-1.459,376.3,0.0,0.0,19.98,88.8,901.67,0.0,1.91,345.8
1578,-1.974,0.0,-1.4680000000000002,375.5,0.0,0.0,20.08,88.8,901.67,0.0,1.456,342.1
1579,-1.977,-0.089,-1.487,375.3,0.0,0.0,20.05,88.7,901.67,0.0,1.831,344.8
1580,-1.977,0.136,-1.499,374.2,0.0,0.0,20.03,88.6,901.67,0.0,1.7719999999999998,346.1
1581,-1.977,0.174,-1.541,373.3,0.0,0.0,20.04,88.6,901.67,0.0,1.645,344.1
1582,-1.977,0.017,-1.578,372.6,0.0,0.0,20.11,88.5,901.61,0.0,1.851,341.6
1583,-1.979,0.133,-1.629,371.9,0.0,-0.001,20.06,88.4,901.61,0.0,1.754,342.7
1584,-1.982,0.177,-1.6230000000000002,371.8,0.0,0.0,19.98,88.3,901.61,0.0,1.973,342.7
1585,-2.05,0.187,-1.639,371.8,0.0,0.0,20.14,88.2,901.67,0.0,1.741,343.6
1586,-2.08,0.024,-1.642,372.0,0.0,0.0,20.09,88.2,901.61,0.0,1.72,344.9
1587,-2.172,-0.174,-1.642,372.5,0.0,0.0,20.13,88.1,901.67,0.0,1.5319999999999998,339.3
1588,-2.212,-0.204,-1.642,373.0,0.0,0.0,20.06,88.2,901.61,0.0,1.776,347.9
1589,-2.204,-0.204,-1.639,373.4,0.0,-0.001,20.03,88.1,901.61,0.0,1.54,340.2
1590,-2.154,-0.191,-1.632,373.8,0.0,0.0,20.01,88.3,901.61,0.0,1.724,341.4
1591,-2.083,-0.198,-1.617,374.1,0.0,-0.001,20.09,88.2,901.67,0.0,1.67,342.3
1592,-2.075,-0.204,-1.596,374.2,0.0,0.0,20.03,88.3,901.67,0.0,1.454,339.6
1593,-2.088,-0.204,-1.5930000000000002,374.4,0.0,0.0,20.06,88.3,901.61,0.0,1.87,342.0
1594,-2.075,-0.204,-1.5930000000000002,374.2,0.0,0.0,20.0,88.3,901.61,0.0,1.58,342.1
1595,-2.063,-0.204,-1.569,374.0,0.0,0.0,19.95,88.3,901.61,0.0,1.511,340.3
1596,-2.083,-0.242,-1.575,373.9,0.0,0.0,19.96,88.4,901.67,0.0,1.6,342.2
1597,-2.063,-0.242,-1.538,373.8,0.0,0.0,20.06,88.4,901.67,0.0,1.681,342.5
1598,-2.073,-0.211,-1.544,373.5,0.0,-0.001,19.95,88.5,901.73,0.0,1.334,333.5
1599,-2.083,-0.371,-1.55,373.1,0.0,-0.001,19.9,88.5,901.73,0.0,1.48,334.1
1600,-2.063,-0.385,-1.499,372.7,-0.005,-0.001,19.91,88.6,901.73,0.0,1.368,330.6
1601,-2.101,-0.504,-1.4680000000000002,372.1,0.0,-0.001,19.98,88.7,901.73,0.0,1.42,329.2
1602,-2.177,-0.613,-1.429,370.8,0.0,-0.001,19.8,88.7,901.73,0.0,1.366,330.1
1603,-2.258,-0.613,-1.423,369.3,0.0,-0.001,19.98,88.7,901.73,0.0,1.2819999999999998,330.2
1604,-2.275,-0.613,-1.411,368.3,-0.005,-0.001,19.93,88.8,901.73,0.0,1.493,329.7
1605,-2.275,-0.613,-1.392,367.6,0.0,-0.001,19.86,88.9,901.73,0.0,1.253,328.1
1606,-2.278,-0.627,-1.386,367.9,0.0,-0.001,19.8,88.9,901.67,0.0,1.196,329.3
1607,-2.278,-0.76,-1.356,368.7,0.0,-0.001,19.82,89.0,901.67,0.0,1.162,328.6
1608,-2.278,-0.8959999999999999,-1.31,370.0,0.0,0.0,19.77,89.1,901.61,0.0,1.202,329.0
1609,-2.278,-0.991,-1.298,371.5,0.0,0.0,19.7,89.3,901.61,0.0,1.219,330.3
1610,-2.278,-1.022,-1.28,373.3,-0.005,-0.001,19.81,89.4,901.61,0.0,1.116,330.2
1611,-2.278,-1.022,-1.28,375.1,0.0,0.0,19.65,89.6,901.61,0.0,1.042,329.7
1612,-2.245,-1.008,-1.277,376.8,0.0,0.0,19.7,89.6,901.55,0.0,1.075,329.5
1613,-2.093,-0.947,-1.277,378.4,0.0,0.0,19.67,89.7,901.55,0.0,1.009,332.1
1614,-1.977,-0.841,-1.277,379.7,0.0,-0.001,19.62,89.8,901.55,0.0,1.234,332.5
1615,-1.977,-0.797,-1.277,380.3,-0.005,0.0,19.6,90.0,901.55,0.0,1.103,337.2
1616,-1.974,-0.838,-1.277,380.8,0.0,-0.001,19.6,90.0,901.49,0.0,1.161,338.6
1617,-1.974,-0.807,-1.277,381.3,0.0,-0.001,19.62,90.1,901.49,0.0,1.179,339.0
1618,-1.974,-0.6809999999999999,-1.277,381.4,0.0,-0.001,19.57,90.1,901.49,0.0,1.193,340.5
1619,-1.974,-0.613,-1.277,381.9,0.0,-0.001,19.55,90.3,901.55,0.0,1.213,341.4
1620,-1.974,-0.613,-1.277,382.4,0.0,0.0,19.49,90.3,901.49,0.0,1.171,339.6
1621,-1.974,-0.613,-1.277,383.1,0.0,-0.001,19.63,90.3,901.5,0.0,1.388,343.5
1622,-1.949,-0.613,-1.277,383.6,0.0,0.0,19.55,90.3,901.5,0.0,1.355,339.5
1623,-1.881,-0.613,-1.277,384.1,0.0,-0.001,19.55,90.4,901.5,0.0,1.269,335.9
1624,-1.805,-0.5379999999999999,-1.277,384.8,0.0,-0.001,19.5,90.4,901.5,0.0,1.396,337.7
1625,-1.731,-0.365,-1.277,385.5,0.0,-0.001,19.59,90.5,901.5,0.0,1.338,336.9
1626,-1.681,-0.211,-1.277,385.8,0.0,0.0,19.57,90.5,901.5,0.0,1.147,333.0
1627,-1.676,-0.208,-1.277,386.1,-0.005,-0.001,19.55,90.5,901.5,0.0,1.16,334.3
1628,-1.673,-0.204,-1.277,386.6,0.0,-0.002,19.47,90.5,901.5,0.0,1.507,331.7
1629,-1.673,-0.204,-1.277,387.0,0.0,0.0,19.6,90.5,901.5,0.0,1.274,332.2
1630,-1.673,-0.204,-1.277,387.2,0.0,-0.001,19.59,90.5,901.5,0.0,1.3769999999999998,327.9
1631,-1.67,-0.204,-1.277,387.6,0.0,-0.001,19.55,90.5,901.5,0.0,1.263,329.6
1632,-1.673,-0.204,-1.277,388.0,0.0,0.0,19.52,90.6,901.5,0.0,1.145,331.9
1633,-1.673,-0.204,-1.277,388.3,0.0,-0.001,19.55,90.5,901.5,0.0,1.288,334.8
1634,-1.67,-0.204,-1.277,388.7,0.0,-0.001,19.49,90.5,901.44,0.0,1.3430000000000002,333.4
1635,-1.67,-0.204,-1.277,388.8,0.0,0.0,19.6,90.6,901.44,0.0,1.042,339.4
1636,-1.67,-0.204,-1.277,388.7,0.0,-0.001,19.59,90.6,901.38,0.0,1.032,337.3
1637,-1.673,-0.143,-1.277,388.6,0.0,-0.001,19.57,90.6,901.38,0.0,1.473,337.0
1638,-1.67,0.0409999999999999,-1.277,388.4,0.0,0.0,19.6,90.6,901.38,0.0,1.467,338.7
1639,-1.67,0.201,-1.277,388.3,0.0,0.0,19.55,90.7,901.38,0.0,1.221,339.0
1640,-1.67,0.204,-1.277,388.5,0.0,-0.001,19.64,90.6,901.32,0.0,1.064,340.3
1641,-1.67,0.204,-1.277,388.7,0.0,0.0,19.57,90.6,901.38,0.0,0.971,333.3
1642,-1.67,0.204,-1.277,389.2,0.0,0.0,19.55,90.5,901.32,0.0,1.242,329.2
1643,-1.67,0.191,-1.277,389.2,0.0,-0.001,19.5,90.6,901.38,0.0,1.115,330.6
1644,-1.67,0.106,-1.277,389.3,0.0,0.0,19.64,90.5,901.32,0.0,1.002,329.1
1645,-1.67,0.0409999999999999,-1.277,389.3,0.0,-0.001,19.55,90.5,901.32,0.0,1.005,328.6
1646,-1.67,0.048,-1.277,389.5,0.0,-0.001,19.55,90.6,901.2,0.0,1.018,324.7
1647,-1.67,0.027,-1.277,389.8,-0.005,-0.001,19.55,90.5,901.2,0.0,1.335,322.6
1648,-1.67,0.089,-1.274,389.9,0.0,-0.001,19.62,90.6,901.2,0.0,1.156,320.7
1649,-1.67,0.078,-1.271,390.0,0.0,-0.001,19.64,90.6,901.14,0.0,1.109,321.6
1650,-1.67,0.034,-1.271,390.0,0.0,0.0,19.59,90.6,901.14,0.0,1.047,324.3
1651,-1.67,0.095,-1.271,390.0,0.0,-0.001,19.64,90.6,901.14,0.0,1.144,314.8
1652,-1.67,0.133,-1.246,389.9,0.0,-0.001,19.57,90.6,901.14,0.0,1.3259999999999998,325.6
1653,-1.67,0.061,-1.262,389.8,0.0,0.0,19.57,90.6,901.14,0.0,1.383,328.1
1654,-1.67,0.075,-1.268,389.8,0.0,-0.002,19.54,90.7,901.08,0.0,1.415,328.1
1655,-1.67,0.034,-1.262,389.7,0.0,-0.001,19.59,90.7,901.02,0.0,1.24,338.1
1656,-1.67,-0.085,-1.265,389.6,0.0,-0.001,19.6,90.7,901.02,0.0,1.072,338.7
1657,-1.67,-0.1939999999999999,-1.265,389.7,0.0,-0.001,19.5,90.6,900.96,0.0,1.122,337.1
1658,-1.67,-0.204,-1.265,389.6,0.0,-0.001,19.55,90.7,900.96,0.0,1.14,338.4
1659,-1.67,-0.204,-1.243,389.6,0.0,-0.001,19.52,90.6,900.96,0.0,1.3,345.0
1660,-1.673,-0.204,-1.225,389.9,0.0,-0.001,19.52,90.7,900.9,0.0,1.364,343.6
1661,-1.67,-0.191,-1.207,390.6,0.0,-0.001,19.54,90.8,900.96,0.0,1.22,345.7
1662,-1.67,-0.16,-1.228,391.0,0.0,-0.001,19.54,90.8,900.9,0.0,1.195,339.5
1663,-1.671,-0.109,-1.213,391.1,0.0,-0.001,19.49,90.7,900.9,0.0,1.361,343.2
1664,-1.671,-0.0579999999999999,-1.204,391.1,0.0,-0.001,19.52,90.7,900.84,0.0,1.275,342.9
1665,-1.671,-0.034,-1.228,392.9,0.0,-0.001,19.55,90.7,900.9,0.0,1.35,343.6
1666,-1.67,0.0,-1.186,394.8,0.0,0.0,19.54,90.6,900.84,0.0,1.19,340.4
1667,-1.66,0.017,-1.219,394.5,0.0,-0.001,19.57,90.7,900.84,0.0,1.085,339.9
1668,-1.602,0.0069999999999999,-1.161,394.9,-0.005,0.0,19.49,90.7,900.84,0.0,1.033,341.4
1669,-1.577,-0.0069999999999999,-1.158,394.1,0.0,-0.001,19.52,90.7,900.78,0.0,1.289,342.1
1670,-1.595,0.017,-1.107,392.9,0.0,-0.001,19.52,90.6,900.78,0.0,1.223,339.6
1671,-1.633,0.01,-1.137,391.1,0.0,0.0,19.47,90.6,900.78,0.0,1.058,337.7
1672,-1.665,0.0409999999999999,-1.14,390.4,0.0,-0.001,19.57,90.7,900.78,0.0,1.021,337.7
1673,-1.67,0.017,-1.152,390.4,0.0,0.0,19.54,90.6,900.78,0.0,1.019,338.8
1674,-1.67,-0.0139999999999999,-1.176,391.3,0.0,-0.001,19.51,90.6,900.78,0.0,1.02,336.5
1675,-1.671,-0.044,-1.177,391.6,-0.005,-0.002,19.54,90.6,900.72,0.0,1.0659999999999998,331.9
1676,-1.671,-0.044,-1.158,392.7,0.0,-0.001,19.52,90.5,900.72,0.0,0.994,338.7
1677,-1.67,-0.051,-1.07,395.8,0.0,-0.001,19.46,90.5,900.66,0.0,0.982,337.2
1678,-1.658,-0.024,-1.003,399.0,0.0,0.0,19.51,90.5,900.66,0.0,0.905,343.7
1679,-1.501,0.031,-0.93,399.5,0.0,-0.001,19.47,90.5,900.66,0.0,1.051,342.6
1680,-1.372,0.177,-0.915,400.4,0.0,-0.002,19.44,90.6,900.6,0.0,0.903,348.3
1681,-1.392,0.106,-0.918,401.1,-0.005,-0.001,19.47,90.5,900.6,0.0,1.092,344.5
1682,-1.592,-0.089,-1.055,400.6,0.0,0.0,19.57,90.5,900.6,0.0,1.162,341.6
1683,-1.671,-0.177,-1.158,399.2,0.0,-0.001,19.51,90.5,900.54,0.0,1.051,340.1
1684,-1.671,-0.201,-1.2009999999999998,397.8,-0.005,-0.001,19.46,90.4,900.54,0.0,0.946,342.8
1685,-1.673,-0.204,-1.274,395.8,0.0,0.0,19.47,90.3,900.48,0.0,0.897,332.3
1686,-1.734,-0.204,-1.277,393.4,0.0,-0.001,19.47,90.3,900.42,0.0,0.892,329.7
1687,-1.926,-0.204,-1.277,392.3,0.0,-0.001,19.57,90.3,900.42,0.0,0.865,323.3
1688,-1.972,-0.204,-1.277,392.2,-0.005,-0.001,19.46,90.3,900.42,0.0,0.848,325.3
1689,-1.974,-0.204,-1.277,392.8,0.0,-0.001,19.52,90.2,900.42,0.0,1.05,328.7
1690,-1.974,-0.204,-1.277,393.2,0.0,-0.001,19.57,90.1,900.36,0.0,0.973,325.8
1691,-1.974,-0.204,-1.277,393.6,0.0,-0.002,19.52,90.1,900.42,0.0,0.77,317.6
1692,-1.974,-0.204,-1.277,393.3,-0.005,-0.001,19.57,90.1,900.36,0.0,0.774,317.7
1693,-1.964,-0.204,-1.277,393.1,0.0,-0.001,19.51,90.0,900.42,0.0,1.101,327.0
1694,-1.906,-0.204,-1.28,392.9,0.0,-0.001,19.54,90.0,900.36,0.0,0.991,328.0
1695,-1.749,-0.204,-1.298,392.6,-0.005,0.0,19.61,90.0,900.36,0.0,1.068,331.8
1696,-1.671,-0.204,-1.335,392.3,0.0,-0.001,19.62,89.8,900.36,0.0,1.105,333.5
1697,-1.671,-0.235,-1.423,392.2,0.0,-0.001,19.56,89.8,900.3,0.0,1.014,335.1
1698,-1.671,-0.3879999999999999,-1.362,392.1,0.0,-0.002,19.47,89.8,900.3,0.0,1.124,334.4
1699,-1.673,-0.504,-1.319,392.1,0.0,-0.001,19.51,89.7,900.3,0.0,1.108,340.6
1700,-1.673,-0.4970000000000001,-1.283,392.5,-0.005,-0.001,19.56,89.9,900.3,0.0,1.085,343.1
1701,-1.671,-0.467,-1.277,392.5,0.0,-0.001,19.51,89.8,900.24,0.0,0.993,340.7
1702,-1.795,-0.555,-1.277,392.7,0.0,0.0,19.49,89.9,900.18,0.0,0.851,343.0
1703,-1.959,-0.613,-1.277,392.8,0.0,-0.001,19.46,89.9,900.18,0.0,0.835,341.0
1704,-1.974,-0.613,-1.277,392.7,-0.005,-0.001,19.49,89.9,900.12,0.0,1.101,343.7
1705,-1.972,-0.613,-1.277,392.6,0.0,-0.002,19.54,89.9,900.18,0.0,1.043,343.8
1706,-1.974,-0.613,-1.277,392.9,0.0,-0.002,19.59,90.0,900.18,0.0,1.09,341.9
1707,-1.974,-0.613,-1.277,392.9,-0.005,-0.002,19.46,89.9,900.18,0.0,1.087,346.5
1708,-1.974,-0.613,-1.277,393.0,0.0,-0.001,19.49,90.1,900.18,0.0,1.125,346.0
1709,-1.949,-0.613,-1.277,392.9,0.0,-0.002,19.49,90.0,900.12,0.0,1.171,348.6
1710,-1.911,-0.613,-1.277,392.8,0.0,-0.001,19.46,90.1,900.18,0.0,1.068,347.4
1711,-1.838,-0.613,-1.277,392.7,0.0,-0.001,19.41,90.1,900.12,0.0,1.039,347.0
1712,-1.726,-0.613,-1.277,392.8,0.0,-0.001,19.41,90.2,900.12,0.0,1.072,342.4
1713,-1.673,-0.613,-1.277,392.5,0.0,-0.001,19.44,90.3,900.12,0.0,1.127,343.6
1714,-1.673,-0.521,-1.277,392.1,0.0,-0.001,19.41,90.4,900.06,0.0,1.21,349.2
1715,-1.671,-0.361,-1.277,392.1,0.0,-0.001,19.34,90.4,900.12,0.0,1.215,350.3
1716,-1.673,-0.208,-1.277,391.9,-0.011,-0.001,19.44,90.5,900.06,0.0,1.126,351.4
1717,-1.671,-0.204,-1.277,391.8,-0.005,-0.002,19.44,90.5,900.05,0.0,1.198,350.0
1718,-1.671,-0.204,-1.277,391.7,-0.021,-0.002,19.39,90.5,899.99,0.0,1.359,347.3
1719,-1.671,-0.204,-1.277,392.1,0.0,0.0,19.46,90.5,899.99,0.0,1.31,347.4
1720,-1.671,-0.204,-1.277,392.0,0.0,-0.001,19.44,90.5,900.0,0.0,1.318,348.5
1721,-1.671,-0.204,-1.277,392.0,0.0,-0.003,19.46,90.6,899.94,0.0,1.165,349.8
1722,-1.671,-0.181,-1.277,392.0,0.0,-0.001,19.49,90.6,899.94,0.0,1.285,346.2
1723,-1.671,-0.095,-1.277,391.9,0.0,-0.001,19.38,90.6,899.94,0.0,1.3019999999999998,343.0
1724,-1.671,-0.024,-1.277,391.9,0.0,-0.001,19.44,90.6,899.94,0.0,1.185,342.0
1725,-1.671,0.024,-1.277,391.7,0.0,-0.001,19.51,90.6,899.94,0.0,1.516,335.7
1726,-1.671,0.204,-1.277,391.5,0.0,-0.002,19.42,90.5,899.94,0.0,1.3230000000000002,330.6
1727,-1.668,0.136,-1.274,391.3,-0.005,-0.002,19.49,90.6,900.0,0.0,1.32,332.1
1728,-1.668,0.099,-1.277,391.3,0.005,-0.002,19.49,90.5,899.94,0.0,1.368,338.0
1729,-1.671,0.092,-1.274,391.1,0.0,-0.002,19.41,90.5,899.88,0.0,1.122,339.2
1730,-1.668,0.068,-1.271,390.6,0.0,-0.002,19.46,90.5,899.88,0.0,1.246,340.6
1731,-1.668,0.14,-1.271,390.0,-0.005,-0.002,19.49,90.4,899.88,0.0,1.114,337.7
1732,-1.671,0.024,-1.256,389.6,0.0,-0.002,19.44,90.5,899.88,0.0,1.119,336.5
